nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,observacao,confianca
Ramathibodi Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Ramathibodi Hospital,Não cadastrar como instituição de ensino principal.,Alta
Onion Dev Technol Pvt Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Onion Dev Technology Pvt Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Mackenzie Hlth,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Mackenzie Health,Não cadastrar como instituição de ensino principal.,Alta
Timmins & Dist Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Timmins & Dist Hospital,Não cadastrar como instituição de ensino principal.,Alta
Sejong Rain Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Sejong Rain Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Cone Hlth Heart & Vasc Ctr,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Cone Health Heart & Vasc Center,Não cadastrar como instituição de ensino principal.,Alta
Novant Hlth New Hanover Reg Med Ctr,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Novant Health New Hanover Reg Med Center,Não cadastrar como instituição de ensino principal.,Alta
Rochester Gen Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Rochester Gen Hospital,Não cadastrar como instituição de ensino principal.,Alta
Jackson Heart Clin,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Jackson Heart Clin,Não cadastrar como instituição de ensino principal.,Alta
Oklahoma Heart Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Oklahoma Heart Hospital,Não cadastrar como instituição de ensino principal.,Alta
Cardiol Associates North Mississippi,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Cardiol Associates North Mississippi,Não cadastrar como instituição de ensino principal.,Alta
Lexington Med Ctr Heart & Vasc,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Lexington Med Center Heart & Vasc,Não cadastrar como instituição de ensino principal.,Alta
CorVista Hlth Inc,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,CorVista Health Inc,Não cadastrar como instituição de ensino principal.,Alta
Analyt Life Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Analyt Life Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Intero Integr Serv Res & Dev Grp,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Intero Integr Serv Research & Dev Grp,Padrão de empresa privada ou centro de P&D corporativo.,Alta
ASMPT ALSI BV,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,ASMPT ALSI BV,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Storex BV,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Storex BV,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Fraunhofer Inst Optron Syst Technol & Image Explo,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Fraunhofer Institute Optron Syst Technology & Image Explo,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Amazon Web Serv,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Amazon Web Serv,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Statl India Pvt Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Statl India Pvt Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Orthopaed First Peoples Hosp Nanning,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Orthopaed First Peoples Hospital Nanning,Não cadastrar como instituição de ensino principal.,Alta
Orthopaed Peoples Hosp Baise,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Orthopaed Peoples Hospital Baise,Não cadastrar como instituição de ensino principal.,Alta
Orthopaed Wuzhou Red Cross Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Orthopaed Wuzhou Red Cross Hospital,Não cadastrar como instituição de ensino principal.,Alta
Manipal Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Manipal Hospital,Não cadastrar como instituição de ensino principal.,Alta
Addict & Related Res Grp,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Addict & Related Research Grp,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Precis Bird Private Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Precis Bird Private Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Geol Survey Norway,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Geol Survey Norway,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Novamechanics Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Novamechanics Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Smartagri Integrat Serv Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Smartagri Integrat Serv Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Dyrecta Lab Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Dyrecta Lab Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Qingdao KingAgroot Cpds Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Qingdao KingAgroot Cpds Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Baidu Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Baidu Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Semanticly Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Semanticly Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Food & Agr Org United,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Food & Agricultural Org United,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
JJM SYST INC,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,JJM SYST INC,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Dept Agron Engn,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Department Agron Engineering,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Dept Agr Sci,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Department Agricultural Science,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Minist Agr Fisheries Blue & Green Econ Dominica,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Agricultural Fisheries Blue & Green Econ Dominica,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Indeloop Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Indeloop Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Shandong Prov Qianfoshan Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Shandong Prov Qianfoshan Hospital,Não cadastrar como instituição de ensino principal.,Alta
Jiangsu Wiscom Technol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Jiangsu Wiscom Technology Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
FMC Med Ctr,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,FMC Med Center,Não cadastrar como instituição de ensino principal.,Alta
Toronto Gen Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Toronto Gen Hospital,Não cadastrar como instituição de ensino principal.,Alta
Renji Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Renji Hospital,Não cadastrar como instituição de ensino principal.,Alta
Minist Agr & Forestry,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Agricultural & Forestry,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Leroy Seafood Grp ASA,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Leroy Seafood Grp ASA,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Agrematch Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Agrematch Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Amy Insists Biopharmaceut Co LTD,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Amy Insists Biopharmaceut Co LTD,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Ethiopia Minist Hlth,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ethiopia Ministry Health,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Ethiopian Publ Hlth Inst,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Ethiopian Publ Health Institute,Não cadastrar como instituição de ensino principal.,Alta
GAB BIOTECHNOL IFU UMWELTANALYT GMBH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,GAB BIOTECHNOL IFU UMWELTANALYT GMBH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
HOECHST SCHERING AGREVO GMBH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,HOECHST SCHERING AGREVO GMBH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
BASF AG,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,BASF AG,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Natl Pilot Sch Software,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,National Pilot Sch Software,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Nongxin Technol Beijing Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Nongxin Technology Beijing Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Govt Coll Univ Faisalabad,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Govt College University Faisalabad,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
AntData Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,AntData Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
5micron GmbH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,5micron GmbH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
OSTAKON GmbH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,OSTAKON GmbH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Deutsch Eisenbahn Serv AG,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Deutsch Eisenbahn Serv AG,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Karlsruhe Inst Optron Syst Technol & Image Exploi,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Karlsruhe Institute Optron Syst Technology & Image Exploi,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Soo Energy Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Soo Energy Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Grp Florence Nightingale Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Grp Florence Nightingale Hospital,Não cadastrar como instituição de ensino principal.,Alta
Shaanxi Key Lab Complex Syst Control & Intelligent,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Shaanxi Key Lab Complex Syst Control & Intelligent,Padrão de empresa privada ou centro de P&D corporativo.,Alta
South Texas Vet Hlth Care Syst,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,South Texas Vet Health Care Syst,Não cadastrar como instituição de ensino principal.,Alta
Real T Technol Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Real T Technology Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Real T Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Real T Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Dist Med Coll Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Dist Med College Hospital,Não cadastrar como instituição de ensino principal.,Alta
InnoTech Alberta Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,InnoTech Alberta Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Canadian Grain Commiss,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Canadian Grain Commission,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Jilin Changfa Modern Agr Technol Grp Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Jilin Changfa Modern Agricultural Technology Grp Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Bur Publ Hlth,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Bur Publ Health,Não cadastrar como instituição de ensino principal.,Alta
Taitung Mackey Mem Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Taitung Mackey Mem Hospital,Não cadastrar como instituição de ensino principal.,Alta
Lienchiang Cty Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Lienchiang Cty Hospital,Não cadastrar como instituição de ensino principal.,Alta
