valor_original,ocorrencias,categoria,acao_recomendada,country_name_sugerido,state_sigla_sugerido,state_name_sugerido,postal_code_sugerido,observacao
IN 46286 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IN,Indiana,46286,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
KS 66762 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,KS,Kansas,66762,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 76706 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,76706,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27858 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27858,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AL 35294 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AL,Alabama,35294,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MS 39759 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MS,Mississippi,39759,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
LA 71302 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,LA,Louisiana,71302,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
LA 71105 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,LA,Louisiana,71105,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
VA 22202 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,VA,Virginia,22202,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MI 48824,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MI,Michigan,48824,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 20874 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,20874,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 93953 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,93953,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CT 06492 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CT,Connecticut,06492,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OH 44555 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OH,Ohio,44555,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 78801 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,78801,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
VA 20175 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,VA,Virginia,20175,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 15261 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,15261,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
KS 67214 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,KS,Kansas,67214,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 19401 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,19401,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 76102 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,76102,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AZ 85004 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AZ,Arizona,85004,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 61201 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,61201,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 79012 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,79012,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60064 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60064,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94066 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94066,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 19140 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,19140,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
SD 57702 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,SD,South Dakota,57702,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
ME 04769 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,ME,Maine,04769,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 90292 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,90292,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MN 55414 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MN,Minnesota,55414,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 02478 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,02478,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OR 97239 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OR,Oregon,97239,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MN 55408 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MN,Minnesota,55408,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 02421 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,02421,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 02134 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,02134,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 76203 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,76203,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MN 55387 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MN,Minnesota,55387,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80304 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80304,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 18766 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,18766,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OR 97225 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OR,Oregon,97225,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 01970 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,01970,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NH 03561 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NH,New Hampshire,03561,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MO 65202 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MO,Missouri,65202,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60680 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60680,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80262 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80262,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 20817 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,20817,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 30310 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,30310,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 01854 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,01854,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94040 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94040,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 95035 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,95035,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 90720 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,90720,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WI 53707 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WI,Wisconsin,53707,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 34945 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,34945,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33174 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33174,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
LA 70114 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,LA,Louisiana,70114,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 20899 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,20899,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94107 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94107,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 92121 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,92121,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80122 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80122,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
DE 19709 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,DE,Delaware,19709,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 20014 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,20014,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OR 97403 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OR,Oregon,97403,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WI 54701 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WI,Wisconsin,54701,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
