nome_variacao_original,ocorrencias,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,variacao_a_adicionar,observacao,confianca
China Unicom,,revisar_manualmente,revisao_manual,Indefinido,China Unicom,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Natl Hort Res Inst,,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Hort Research Institute,Natl Hort Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
IPv6 Council Peru,,revisar_manualmente,revisao_manual,Indefinido,IPv6 Council Peru,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Dent & Stomatol,,revisar_manualmente,revisao_manual,Indefinido,Dent & Stomatol,,Não há padrão suficiente para corrigir automaticamente.,Baixa
China Resources Sanjiu Med & Pharmaceut Co Ltd,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,China Resources Sanjiu Med & Pharmaceut Co Ltd,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Univ Tecnol Metropolitana,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Tecnol Metropolitana,Univ Tecnol Metropolitana,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Diego Portales,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Diego Portales,Univ Diego Portales,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Amer UDLA,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Amer UDLA,Univ Amer UDLA,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Dr CV Raman Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Dr CV Raman University,Dr CV Raman Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Tetovo Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Tetovo University,Tetovo Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
CIHEAM IAMM Inst Agron Mediterraneen Montpellier,,revisar_manualmente,revisao_manual,Indefinido,CIHEAM IAMM Institute Agron Mediterraneen Montpellier,,Não há padrão suficiente para corrigir automaticamente.,Baixa
CIHEAM IAMM,,revisar_manualmente,revisao_manual,Indefinido,CIHEAM IAMM,,Não há padrão suficiente para corrigir automaticamente.,Baixa
IMAZON Amazon Inst People & Environm,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,IMAZON Amazon Institute People & Environment,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Xylem Technol,,revisar_manualmente,revisao_manual,Indefinido,Xylem Technology,,Não há padrão suficiente para corrigir automaticamente.,Baixa
ShiHezi Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,ShiHezi University,ShiHezi Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Anim Data Analyt SL,,revisar_manualmente,revisao_manual,Indefinido,Anim Data Analyt SL,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Sci Campus Univ Que Basque Country,,mover_para_unidades,instituicao_unidades,Unidade/departamento/campus,Science Campus University Que Basque Country,Sci Campus Univ Que Basque Country,Parece subunidade de instituição maior.,Média
Basque Fdn Sci,,revisar_manualmente,revisao_manual,Indefinido,Basque Fdn Science,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Inst Agro Dijon,,revisar_manualmente,revisao_manual,Indefinido,Institute Agro Dijon,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Univ Cadiz UCA,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Cadiz UCA,Univ Cadiz UCA,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Earthwatch Inst Europe,,revisar_manualmente,revisao_manual,Indefinido,Earthwatch Institute Europe,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Environm Ctr Wales,,revisar_manualmente,revisao_manual,Indefinido,Environment Center Wales,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Ingeniarius Ltd,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Ingeniarius Ltd,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Univ Fed Rio Grande UFRGS,,revisar,revisao_manual,Universidade,Universidade Federal do Rio Grande do Sul,,Provável erro: UFRGS é Rio Grande do Sul; revisar se não seria FURG.,Alta
State Key Lab Agrobiotechnol CUHK,,revisar_manualmente,revisao_manual,Indefinido,State Key Lab Agrobiotechnol CUHK,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Climate Risk Grp,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Climate Risk Grp,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Cent Univ Tamil Nadu,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Cent University Tamil Nadu,Cent Univ Tamil Nadu,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Kerala Univ Fisheries & Ocean Studies,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Kerala University Fisheries & Ocean Studies,Kerala Univ Fisheries & Ocean Studies,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Algoma Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Algoma University,Algoma Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Haitong Food Grp Co,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Haitong Food Grp Co,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Embrapa Amazonia Ocidental,,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Amazonia Ocidental,Embrapa Amazonia Ocidental,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Amity Univ Haryana,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Amity University Haryana,Amity Univ Haryana,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Inst Pesquisas Eldorado,,revisar_manualmente,revisao_manual,Indefinido,Institute Pesquisas Eldorado,,Não há padrão suficiente para corrigir automaticamente.,Baixa
SP Jain Sch Global Management,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,SP Jain Sch Global Management,SP Jain Sch Global Management,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
SkyzHotech Solut Pvt Ltd,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,SkyzHotech Solut Pvt Ltd,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
SISTC,,revisar_manualmente,revisao_manual,Indefinido,SISTC,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Cavendish Univ Uganda,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Cavendish University Uganda,Cavendish Univ Uganda,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Natl Open Univ Nigeria,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,National Open University Nigeria,Natl Open Univ Nigeria,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Imam Khomeini Int Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Imam Khomeini Int University,Imam Khomeini Int Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Catholic Univ Our Lady Good Counsel,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Catholic University Our Lady Good Counsel,Catholic Univ Our Lady Good Counsel,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Guangdong Univ Petrochem Technol,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Guangdong University Petrochem Technology,Guangdong Univ Petrochem Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Lhokseumawe State Polytech,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Lhokseumawe State Polytech,Lhokseumawe State Polytech,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Gnanamani Coll Technol,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Gnanamani College Technology,Gnanamani Coll Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
FAST Natl Univ Comp & Emerging Sci NUCES,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,FAST National University Comp & Emerging Science NUCES,FAST Natl Univ Comp & Emerging Sci NUCES,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Trier,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Trier,Univ Trier,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Telenostic Ltd,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Telenostic Ltd,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Univ Benghazi,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Benghazi,Univ Benghazi,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
ICAR Indian Inst Millets Res,,revisar_manualmente,revisao_manual,Indefinido,ICAR Indian Institute Millets Research,,Não há padrão suficiente para corrigir automaticamente.,Baixa
GE HealthCare,,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,GE HealthCare,,Não cadastrar como instituição de ensino principal.,Alta
Russian Acad Natl Econ & Publ Adm,,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Russian Acad National Econ & Publ Adm,Russian Acad Natl Econ & Publ Adm,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ClonBio Grp LTD,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,ClonBio Grp LTD,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Hsch Osnabruck,,revisar_manualmente,revisao_manual,Indefinido,Hsch Osnabruck,,Não há padrão suficiente para corrigir automaticamente.,Baixa
VetVise GmbH,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,VetVise GmbH,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Jiamusi Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Jiamusi University,Jiamusi Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
China Natl Inst Standardizat,,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,China National Institute Standardizat,China Natl Inst Standardizat,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Beijing Tea Qual Supervis & Inspection Stn,,revisar_manualmente,revisao_manual,Indefinido,Beijing Tea Qual Supervis & Inspection Stn,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Beijing Knorth Co Ltd,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Beijing Knorth Co Ltd,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
CIRAD PRAM,,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CIRAD PRAM,CIRAD PRAM,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CIRAD CATIE,,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CIRAD CATIE,CIRAD CATIE,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
INRA Toulouse,,revisar_manualmente,revisao_manual,Indefinido,INRA Toulouse,,Não há padrão suficiente para corrigir automaticamente.,Baixa
UPC Barcelona TECH,,revisar_manualmente,revisao_manual,Indefinido,UPC Barcelona Technology,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Barcelona Res Ctr Multiscale Sci & Engn,,revisar_manualmente,revisao_manual,Indefinido,Barcelona Research Center Multiscale Science & Engineering,,Não há padrão suficiente para corrigir automaticamente.,Baixa
CETaqua,,revisar_manualmente,revisao_manual,Indefinido,CETaqua,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Univ Hosp Derby & Burton,,mover_para_unidades,instituicao_unidades,Hospital universitário ou unidade de saúde vinculada,University Hospital Derby & Burton,Univ Hosp Derby & Burton,"Cadastrar como unidade/hospital vinculado, não como instituição principal.",Alta
ASL Foggia,,revisar_manualmente,revisao_manual,Indefinido,ASL Foggia,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Azienda Sanit Provinciale,,revisar_manualmente,revisao_manual,Indefinido,Azienda Sanit Provinciale,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Local Hlth Unit Roma 2,,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Local Health Unit Roma 2,,Não cadastrar como instituição de ensino principal.,Alta
