nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,variacao_a_adicionar,observacao,confianca
Ciudad Univ La Univ Autonoma Coahuila,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Ciudad University La University Autonoma Coahuila,Ciudad Univ La Univ Autonoma Coahuila,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Napoli Parthenope,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Napoli Parthenope,Univ Napoli Parthenope,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Bennet Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Bennet University,Bennet Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Toyama Prefectural Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Toyama Prefectural University,Toyama Prefectural Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
CNIT Natl Inter Univ Consortium Telecommun,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,CNIT National Inter University Consortium Telecommun,CNIT Natl Inter Univ Consortium Telecommun,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Management & Technol Sialkot,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Management & Technology Sialkot,Univ Management & Technol Sialkot,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Harrisburg Univ Sci & Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Harrisburg University Science & Technology,Harrisburg Univ Sci & Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Saarland Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Saarland University,Saarland Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Florida Polytechn Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Florida Polytechn University,Florida Polytechn Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Ambrose Alli Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Ambrose Alli University,Ambrose Alli Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Birshrestha Munshi Abdur Rouf Publ Coll,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Birshrestha Munshi Abdur Rouf Publ College,Birshrestha Munshi Abdur Rouf Publ Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
BAF Shaheen Coll,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,BAF Shaheen College,BAF Shaheen Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Huanghuai Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Huanghuai University,Huanghuai Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Bogaz Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Bogaz University,Bogaz Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Geomed,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Geomed,Univ Geomed,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Int Black Sea Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Int Black Sea University,Int Black Sea Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Ivane Javakhishvili Tbilisi State Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Ivane Javakhishvili Tbilisi State University,Ivane Javakhishvili Tbilisi State Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Eastern Illinois Univ EIU,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Eastern Illinois University EIU,Eastern Illinois Univ EIU,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Indian Inst Technol IIT Madras,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Indian Institute Technology IIT Madras,Indian Inst Technol IIT Madras,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Natl Inst Technol Meghalaya,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,National Institute Technology Meghalaya,Natl Inst Technol Meghalaya,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Norwegian Sch Econ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Norwegian Sch Econ,Norwegian Sch Econ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Zagreb Univ Appl Sci,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Zagreb University Appl Science,Zagreb Univ Appl Sci,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Politecn Madrid UPM,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Politécnica Madrid UPM,Univ Politecn Madrid UPM,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Natl Inst Technol Agartala,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,National Institute Technology Agartala,Natl Inst Technol Agartala,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
London Sch Econ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,London Sch Econ,London Sch Econ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Tokyo Metropolitan Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Tokyo Metropolitan University,Tokyo Metropolitan Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Tokyo Univ Sci,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Tokyo University Science,Tokyo Univ Sci,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
PSNA Coll Engn & Technol Dindigul,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,PSNA College Engineering & Technology Dindigul,PSNA Coll Engn & Technol Dindigul,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Jesuit Univ Ignatianum Cracow,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Jesuit University Ignatianum Cracow,Jesuit Univ Ignatianum Cracow,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Cracow Univ Econ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Cracow University Econ,Cracow Univ Econ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Shobhaben Pratapbhai Patel Sch Pharm & Technol Ma,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Shobhaben Pratapbhai Patel Sch Pharm & Technology Ma,Shobhaben Pratapbhai Patel Sch Pharm & Technol Ma,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Hellen Open Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Hellen Open University,Hellen Open Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
SD Agr Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,SD Agricultural University,SD Agr Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Franc Skorina Gomel State Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Franc Skorina Gomel State University,Franc Skorina Gomel State Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Cluster Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Cluster University,Cluster Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sher E Kashmir Univ Agr Sci & Technol SKUAST,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sher E Kashmir University Agricultural Science & Technology SKUAST,Sher E Kashmir Univ Agr Sci & Technol SKUAST,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ New South Wales UNSW Sydney,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University New South Wales UNSW Sydney,Univ New South Wales UNSW Sydney,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Czech Tech Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Czech Technology University,Czech Tech Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Nacl Cuyo,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Nacl Cuyo,Univ Nacl Cuyo,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sapienza Univ Roma,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sapienza University Roma,Sapienza Univ Roma,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
UNIV BASILICATA,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University BASILICATA,UNIV BASILICATA,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
UNIV NAPLES,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University NAPLES,UNIV NAPLES,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
NU Asia Pacific Coll,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,NU Asia Pacific College,NU Asia Pacific Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Visayas State Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Visayas State University,Visayas State Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Sosnowiec,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Sosnowiec,Univ Sosnowiec,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Econ Katowice,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Econ Katowice,Univ Econ Katowice,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Flinders Univ Adelaide,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Flinders University Adelaide,Flinders Univ Adelaide,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Shu Te Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Shu Te University,Shu Te Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
